first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Hannah,Moreno,2/16/1981,Male,894-15-5803,"22952 Mccullough Lights Suite 641, Keyberg, RI 03797",Texas,41660,152638,812,Unemployed,60431.07,Education Loan,Running,2,1
Robert,Stuart,4/14/1963,Male,224-18-8863,"6487 Green Keys Suite 378, North Rodney, IN 53815",Massachusetts,66647,72402.64,799,Student,6020.07,Education Loan,Completed,0,0
Adrian,Allen,12/15/1963,Male,874-38-3733,"28668 Sharon Station Suite 311, Blackside, IN 45333",Ohio,8951,114588.66,622,Self-employed,14276.84,Personal Loan,Completed,5,0
Kenneth,Ward,2/22/1974,Male,248-62-9200,"817 Powell Corners Apt. 595, Abigailhaven, ID 69128",Mississippi,17695,133375.58,420,Self-employed,49237.52,Credit Card Loan,Completed,0,1
Gregory,Chan,11/17/1990,Female,728-01-3906,"160 Fletcher Valley, South Katrinamouth, NJ 21857",Connecticut,61776,159777.82,618,Retired,18157.21,Education Loan,Running,4,0
Rebecca,Harding,3/20/1968,Male,651-27-8645,"1274 Jones Street Apt. 436, Port Dylanshire, KS 04945",Mississippi,15855,86926.32,744,Retired,82652.21,Credit Card Loan,Running,1,0
Sarah,Mcbride,9/7/1979,Male,823-85-3541,"411 Powell Freeway Suite 519, East Robert, PA 09494",Kansas,29336,44699.66,767,Student,36060.98,Auto Loan,Running,0,0
Elizabeth,Wheeler,3/20/2004,Female,346-74-8446,"749 Warren Corners Apt. 536, South Bryce, TX 43251",Colorado,72600,175743.96,482,Student,78581.23,Education Loan,Completed,1,1
Madison,Briggs,6/20/1958,Female,887-04-9809,"21091 Marilyn Manors Suite 222, Colleenfort, SD 70552",North Carolina,20376,120049.61,435,Student,98028.06,Auto Loan,Completed,1,1
Stephanie,Dunn,6/17/1982,Male,537-53-6455,"709 Callahan Mills, Carterchester, MI 81793",Washington,45128,131320.79,584,Student,41584.41,Credit Card Loan,Running,1,0
Joseph,Garcia,5/26/1995,Female,708-33-4554,"2258 Howell Glen, Foxbury, SC 49843",Mississippi,53372,147232.91,785,Unemployed,93083.74,Auto Loan,Completed,2,1
Mackenzie,Erickson,12/26/1968,Female,825-84-3263,"56192 Keller Burg Suite 825, West Anthonyside, IA 11283",Arkansas,40999,145638.21,317,Unemployed,29053.94,Home Loan,Running,5,1
Christopher,Johnson,11/16/1985,Male,575-71-9229,"7870 Catherine Streets Suite 138, Johnsonport, MI 62989",Wisconsin,89280,115376.65,394,Student,16942.33,Education Loan,Running,0,1
Jocelyn,Abbott,12/6/1991,Male,531-67-2991,"4675 Garrett Avenue, Holtberg, LA 88989",Ohio,71865,133754.41,799,Retired,44210.55,Auto Loan,Running,2,0
Stephanie,Williams,5/12/1966,Male,041-39-6097,"38587 Jenna Stravenue, Lake Benjaminborough, MA 39652",Wyoming,54173,149113.85,648,Student,58134.09,Home Loan,Completed,3,1
Brian,Ortega,1/26/1975,Male,608-07-4214,"3639 Richardson Isle Apt. 560, South Carlaland, MT 10440",New York,62151,103254.43,562,Employed,79317.82,Auto Loan,Running,2,1
Frank,Ruiz,1/27/1990,Female,822-83-6939,"1928 Jonathan Expressway, New Vanessa, NH 49961",Montana,95702,35236.98,666,Self-employed,62232.76,Personal Loan,Running,5,0
Mary,Contreras,1/25/1959,Male,041-11-8476,"354 Johnson Extension, East Leeton, IA 94359",Iowa,99517,123054.16,506,Student,6271.35,Auto Loan,Running,5,1
Sharon,Schwartz,2/9/1990,Male,125-77-9165,"11819 Amanda Union Apt. 762, Lake Emilyport, CO 81194",Nevada,26103,146231.8,548,Retired,79704.21,Home Loan,Completed,1,1
Alison,Hudson,11/6/1958,Male,165-10-9131,"10909 Rojas Lodge Apt. 947, Port Sean, MI 93310",Virginia,91179,120644.99,838,Student,81638.22,Home Loan,Running,5,0
Katrina,Malone,9/10/1984,Male,891-07-8078,"15734 Jacobs Port Suite 020, Kimberlystad, ND 16145",New Hampshire,9942,144051.22,486,Unemployed,6293.76,Personal Loan,Completed,5,1
Barbara,Cook,9/28/1991,Male,620-58-3183,"188 Harrison Extensions, North Ryan, IN 08703",Kansas,62841,146985.01,602,Self-employed,5034.61,Personal Loan,Running,2,0
Greg,Bradley,5/17/1971,Male,862-94-3549,"4598 Jones Alley, New Shelleychester, IN 23571",Pennsylvania,32091,73067.87,725,Unemployed,17160.69,Home Loan,Completed,2,1
Juan,Phillips,1/28/1985,Male,629-11-1171,"9616 Kevin Meadow Apt. 319, East James, CA 63910",Virginia,43587,193100.08,707,Employed,15410.25,Personal Loan,Running,4,0
Phillip,Stanley,11/16/1972,Female,423-21-8126,"7228 Shannon Island, South Melanie, AR 27061",New Jersey,27089,51035.8,684,Self-employed,65962.6,Personal Loan,Completed,2,0
Michael,Hester,3/14/1978,Male,210-29-3887,"PSC 6420, Box 4334, APO AA 28144",New Mexico,21117,84131.96,324,Retired,40543.28,Education Loan,Completed,5,1
Kirsten,Green,9/15/1964,Female,479-61-6320,"66170 Jake Gateway Suite 376, West Robertmouth, MS 48903",Maine,21332,83802.17,440,Employed,95982.53,Education Loan,Running,1,1
Monique,Morgan,6/17/2002,Female,028-04-3980,"66991 Yolanda Oval, Bautistaton, GA 84676",Wisconsin,56201,88101.85,363,Student,59558.44,Credit Card Loan,Running,1,1
Sherry,Cole,8/12/1991,Male,165-43-1145,"547 Kim Parkway, Marissamouth, NM 45005",Indiana,30822,135523.29,780,Self-employed,86341.53,Auto Loan,Completed,1,1
Kimberly,Reid,10/31/1966,Female,723-80-5157,"65709 Angelica Skyway Apt. 532, Bakerton, NY 19782",Nebraska,39375,56078.1,718,Self-employed,7699.56,Credit Card Loan,Running,3,0
Mary,Roman,11/23/1973,Male,321-98-5029,"84753 Bishop Points, North Scott, PA 09561",Kansas,34664,158106.55,558,Retired,16239.29,Auto Loan,Completed,2,1
John,Jacobson,7/31/1989,Male,298-75-0720,"65410 Terri Dam, Ferrellside, LA 53597",North Dakota,19925,43713.05,490,Unemployed,33251.58,Home Loan,Completed,3,1
Laura,Woodward,5/30/1973,Male,899-51-2830,"4266 Tina Plaza Suite 676, Zacharyshire, AL 08576",Iowa,84888,115767.6,453,Unemployed,92334.06,Auto Loan,Completed,2,1
Erika,Gonzalez,10/16/1983,Female,066-11-4291,"455 David Mountain, Lake Darlenehaven, OK 31387",North Dakota,46808,39612.77,533,Student,7504.33,Credit Card Loan,Completed,4,1
Theodore,Taylor,10/4/2003,Female,341-32-8413,"302 Eric Walks Suite 413, South Karen, OR 36619",Colorado,81984,151067.48,495,Retired,39049.53,Credit Card Loan,Completed,4,1
Richard,Freeman,9/21/1970,Female,793-42-2776,"87628 Walls Plains Suite 119, Johnsonton, DE 27885",Nebraska,12823,189473.65,592,Unemployed,36497.49,Credit Card Loan,Running,2,1
Tina,Brown,12/20/2000,Male,283-62-5022,"504 Richards Union Suite 004, New Krystal, AK 99134",Vermont,68443,193926.49,635,Retired,78943.81,Credit Card Loan,Running,5,0
Matthew,Moore,10/25/1954,Male,381-86-1189,"0561 Denise Crest Suite 892, South Nancy, CO 15446",West Virginia,88954,119102.15,785,Retired,27675.05,Personal Loan,Completed,4,0
Jill,Davidson,12/11/1997,Male,681-11-8454,"59097 Savannah Motorway Apt. 322, Campbellton, LA 56938",North Dakota,39626,22779.11,768,Self-employed,21529.93,Auto Loan,Completed,4,1
Luke,Warner,4/1/1982,Female,246-78-0288,"083 Webb Centers, Harristown, PA 02209",Texas,33486,30754.53,379,Unemployed,73317.74,Personal Loan,Completed,1,1
Jason,Hughes,5/30/2002,Female,213-79-4493,"60257 Jackson Mill Suite 879, Sherrystad, IN 44387",Wyoming,78113,93433.84,714,Self-employed,46894.93,Credit Card Loan,Running,1,0
Christopher,Orozco,4/16/1966,Female,244-22-3069,"1736 Melissa Shores Suite 792, New Stevenmouth, MS 04612",Colorado,49034,179643.67,584,Self-employed,19718.67,Auto Loan,Running,0,0
Shawn,Woodward,5/11/1967,Male,343-58-6799,"12331 Timothy Roads, Lake Victoriahaven, TN 08539",Wisconsin,32997,73319.36,775,Self-employed,22090.76,Credit Card Loan,Running,2,0
Stacey,Stout,5/20/1962,Male,438-93-1232,"661 Alexander Neck Suite 609, Janicechester, NM 74585",Mississippi,92956,26993.24,352,Student,33964.54,Personal Loan,Completed,1,1
Christopher,Tanner,12/14/1974,Female,673-43-7354,"161 Jared Ramp Suite 979, Rossville, NC 51675",West Virginia,62948,198858.57,505,Retired,91597.82,Auto Loan,Completed,3,1
Laura,Carpenter,8/23/2003,Male,069-05-8780,"0893 Joshua Port Apt. 439, Sarahburgh, WI 34087",Colorado,98562,169546.81,372,Unemployed,16543.1,Home Loan,Running,4,1
Brandon,Williams,10/7/1972,Male,397-10-8489,"43182 Neal Groves, New Robert, DE 98721",Oregon,9740,80693.35,369,Unemployed,21593.53,Auto Loan,Completed,5,1
Patricia,Hall,8/9/1980,Male,848-86-2988,"1904 Allen Parkways Suite 559, Port Audrey, MN 07988",Connecticut,84906,189748.22,752,Unemployed,21487.08,Personal Loan,Running,0,1
David,Miller,11/27/1982,Female,162-47-9732,"6207 Sara Road, North Rachelfort, NH 62264",Illinois,1451,143441.91,604,Retired,87615.37,Credit Card Loan,Running,0,0
Kimberly,Ashley,5/27/1983,Female,884-02-9537,"51099 Barnett Highway Suite 049, Jameston, GA 72654",Mississippi,81149,64338.33,820,Employed,90744.83,Auto Loan,Completed,3,0
Paul,Harris,12/30/1969,Female,565-88-8738,"99903 Edwards Radial Apt. 519, Jacksonstad, MD 38572",Michigan,28014,89737.77,608,Retired,15587.58,Home Loan,Completed,3,0
Phillip,Mcguire,9/15/1967,Female,449-36-4847,"0316 Cunningham Estates, South Tara, LA 79425",Minnesota,35215,121085.41,682,Self-employed,84405.6,Credit Card Loan,Completed,2,0
Gloria,Good,4/1/1969,Male,093-82-4843,"92632 Wilson Villages, Garretttown, SC 68473",Maine,89554,199633.83,477,Self-employed,43580.19,Home Loan,Completed,5,1
Aaron,Johnson,11/19/1971,Male,282-93-7420,"0001 Davis Roads Apt. 745, Howardton, WY 53727",California,83919,55526.99,555,Unemployed,46713.56,Home Loan,Completed,0,1
Frank,Lawrence,4/6/1955,Female,418-93-2419,"83219 Williams Stream Apt. 740, Parkerberg, OK 63835",South Dakota,59034,151280,719,Self-employed,97683.58,Auto Loan,Completed,0,0
Kylie,Kelley,10/5/1958,Female,288-27-8312,"01334 Cox Hills, South Joshua, MN 24241",Wisconsin,53546,168547.71,441,Retired,74727.63,Auto Loan,Completed,4,1
Kevin,Hartman,9/9/1987,Female,351-28-6531,"10882 Jason Street Suite 582, North Gregory, MN 13600",Utah,12887,169869.16,406,Employed,37634.31,Education Loan,Completed,4,1
Paul,Roy,4/22/1962,Female,850-46-5202,"0908 Sydney Villages, North Daniel, HI 35150",North Carolina,37192,28036.88,309,Student,55460.29,Auto Loan,Completed,5,1
Anthony,Steele,12/21/1976,Male,589-08-9445,"677 Eric Walk, West Michelle, NH 05081",Alaska,38063,187792.06,783,Self-employed,68527.96,Home Loan,Running,1,0
Veronica,Mathews,8/10/1969,Female,254-48-3016,"08317 Hicks Springs Apt. 044, New Justinhaven, AR 07811",New Mexico,16961,47180.15,319,Self-employed,45056.73,Education Loan,Completed,0,1
Melissa,Woodward,5/2/1996,Male,368-97-5045,"600 Watson Views, Lake Jamesborough, KY 09624",Maine,29343,76480.36,594,Self-employed,71466.15,Home Loan,Running,5,0
Edward,Navarro,7/19/1984,Female,751-10-3399,"157 Graham Heights, New Robertburgh, ND 71144",New Mexico,55958,95561.57,642,Student,56602.92,Personal Loan,Completed,3,0
Sierra,King,10/28/1989,Male,685-47-5179,"45428 Brian Wall, Rhondaside, VA 77897",Louisiana,1514,28684.09,349,Self-employed,8677.29,Personal Loan,Running,4,1
Tammy,Lawrence,9/14/1998,Female,370-30-9110,"6082 Oconnor Plaza, West Kevin, NY 08006",Illinois,84692,106597.1,719,Unemployed,88441.81,Home Loan,Running,4,1
Sarah,Wood,3/23/1990,Male,704-29-4932,"USNV Mccall, FPO AE 82927",Oregon,18810,47168.91,424,Student,81061.29,Education Loan,Completed,4,1
Frank,Burton,9/14/1958,Female,450-83-8443,"Unit 2907 Box 7975, DPO AA 36641",Iowa,88143,148032.08,560,Self-employed,23987.01,Education Loan,Completed,3,1
Adam,Lopez,2/12/1958,Male,151-89-8257,"53141 Wyatt Passage Suite 248, Rogershaven, AL 33459",Pennsylvania,21556,97935.22,714,Unemployed,38750.2,Home Loan,Running,4,1
Adam,Jordan,10/30/1954,Female,313-88-5570,"729 Scott Crossroad, Lake Jenniferstad, ME 32019",Virginia,63232,42726.76,820,Retired,8712.47,Auto Loan,Running,2,0
Kimberly,Mccarthy,9/9/1984,Male,228-02-8724,"USS Rowe, FPO AA 24164",Delaware,16516,157901.01,644,Self-employed,18905.54,Home Loan,Running,2,0
Jose,Hendricks,10/31/1961,Male,570-53-2221,"442 Acosta Brook Suite 902, Jacksonstad, KY 38734",Missouri,70959,132971.35,562,Retired,51975.05,Home Loan,Completed,4,1
Rodney,Mitchell,2/6/1985,Female,559-61-6260,"10811 Kelsey Plaza, Lake Margarethaven, IN 79030",Idaho,73517,90201.26,497,Employed,46071.23,Personal Loan,Completed,4,1
Vanessa,Black,3/21/1987,Male,510-66-3387,"69299 James Circles, Colonville, MT 60804",West Virginia,70189,84799.05,340,Unemployed,54937.36,Credit Card Loan,Completed,3,1
Christopher,Torres,4/21/1981,Female,701-74-5963,"1178 Jessica Junctions, Lake Johnny, UT 47550",New Jersey,57523,58768.12,317,Employed,48690.33,Education Loan,Running,3,1
Robert,Stephenson,1/14/1966,Male,739-90-4643,"805 Douglas Skyway, West David, UT 58019",Maine,74739,120855.24,375,Student,11259.4,Personal Loan,Completed,1,1
Mercedes,Barry,11/16/1975,Male,455-02-7692,"303 Shawn Well Apt. 149, Lake Lindaport, CT 02754",Mississippi,43343,96676.12,614,Employed,82260.76,Personal Loan,Running,3,0
John,Ramirez,5/19/1958,Male,465-77-2131,"6079 Eric Forge Suite 385, New Michael, CT 90288",North Dakota,81409,99684.19,720,Self-employed,61168.46,Education Loan,Running,2,0
Timothy,Adams,8/6/1974,Male,654-04-7477,"89858 Suarez Harbor Suite 525, New Tony, OR 64706",Delaware,97363,169240.37,435,Employed,81182.83,Personal Loan,Completed,2,1
Kristin,Elliott,1/7/2004,Female,697-20-3476,"37143 Tony Gardens Apt. 480, South Lindahaven, NE 86217",Vermont,75092,170449.22,846,Self-employed,72192.54,Personal Loan,Running,1,1
Scott,Perez,3/19/1959,Male,040-74-5105,"1504 Crystal Flats, Sandraborough, GA 64254",South Carolina,63044,121127.42,343,Student,80225.35,Education Loan,Completed,0,1
Paul,Nguyen,8/27/1975,Male,894-35-7845,"4118 Hart Spur Apt. 666, Ashleymouth, DC 32681",Georgia,45318,127615.8,334,Self-employed,5207.81,Education Loan,Completed,4,1
Julie,Parsons,7/7/1975,Male,237-36-5042,"PSC 5157, Box 4883, APO AP 42418",Rhode Island,99399,62223.08,578,Retired,65899.47,Education Loan,Running,4,1
John,Bowen,5/21/1990,Female,761-80-7554,"Unit 2977 Box 0731, DPO AP 31645",Nevada,79017,144508.46,429,Unemployed,76136.76,Personal Loan,Running,4,1
Jacob,Becker,3/10/1958,Female,039-95-2693,"43037 Cynthia Lakes, West Ronald, WY 43890",California,41159,186155.19,623,Retired,25968.29,Credit Card Loan,Completed,2,0
Mercedes,Francis,5/14/1963,Male,018-24-1279,"6834 Michele Center Suite 354, Amandaport, ND 63988",Pennsylvania,77803,107682.83,614,Student,87150.05,Personal Loan,Running,4,0
Michelle,Grimes,9/14/1998,Female,199-02-1425,"58986 Barry Fork Apt. 569, Taylorhaven, TN 94294",Louisiana,49095,179288.51,681,Unemployed,71837.2,Education Loan,Running,0,1
Jose,Meza,3/20/1963,Female,250-17-0711,"893 Christine Falls, West Rebeccaland, OH 90979",California,69816,181474.52,519,Employed,20311.88,Auto Loan,Running,5,1
Gina,Scott,5/10/1994,Female,614-97-6313,"48480 Chelsea Bridge, Lake Laurenfurt, CA 67976",Vermont,8960,164953.82,355,Unemployed,20204.2,Education Loan,Running,0,1
Crystal,Hill,8/24/1963,Male,016-54-1590,"USNS Sutton, FPO AE 83302",New Hampshire,56634,192802.46,599,Unemployed,48345.64,Home Loan,Running,2,1
Timothy,Thornton,11/4/1965,Male,891-34-0470,"Unit 3331 Box 7503, DPO AP 83581",New York,85669,55449.95,517,Unemployed,7965.3,Education Loan,Running,5,1
Amy,Barker,12/8/1978,Female,411-26-4538,"3044 Carla Avenue Suite 083, Richardsonburgh, OR 50753",Kentucky,24798,51765.51,594,Retired,44841.96,Personal Loan,Completed,0,1
Rachel,Smith,5/16/1987,Male,633-32-0378,"85343 Lori Estate, Woodfurt, MS 21535",Wyoming,44961,165528.14,620,Employed,22870.62,Home Loan,Running,2,1
Andrea,Miller,3/5/1957,Female,162-33-7450,"531 Stein Heights Suite 259, Pittsville, NE 19868",Connecticut,8913,65466.3,493,Student,18427.72,Credit Card Loan,Completed,4,1
Matthew,Fuller,9/3/1980,Female,729-02-9458,"6148 Turner Burgs Suite 337, North Tiffany, IN 66705",Indiana,55554,170232.27,796,Student,6396.1,Personal Loan,Completed,3,0
Michael,Walker,10/10/1956,Female,804-61-6268,"090 Campbell Terrace Suite 609, Conwayfurt, IL 47662",North Carolina,61140,84365.6,475,Unemployed,7293.47,Credit Card Loan,Running,3,1
Christina,Robinson,8/3/1967,Male,460-89-8083,"0737 Kathy Burgs Apt. 861, North David, TX 58313",Alaska,6811,100469.94,513,Employed,86787.38,Home Loan,Completed,1,1
Catherine,Norton,1/16/1982,Female,616-25-4076,"6159 Dixon Path, Hillberg, DE 07669",Pennsylvania,92907,82350.13,325,Self-employed,25511.46,Home Loan,Running,2,1
Bethany,Rios,4/14/1970,Male,782-62-9055,"31913 Stewart Island Suite 169, Peckmouth, MS 89987",Ohio,36131,45476.32,321,Self-employed,46501.23,Auto Loan,Completed,2,1
Cynthia,Harris,5/7/2002,Female,739-52-7904,"7586 Austin Mall Apt. 372, East Brandon, NM 32563",Tennessee,23032,80982.91,561,Employed,91345.34,Credit Card Loan,Running,4,1
David,Henry,7/16/1989,Male,888-05-1441,"008 Valdez Corner, West Sharonborough, WA 90639",Utah,62970,147639.56,734,Employed,98476.3,Education Loan,Completed,0,0
Rhonda,Lynch,8/25/1997,Female,156-98-2297,"5623 Lutz Fork Apt. 684, Wandafurt, TX 50904",Montana,32219,20990.26,398,Unemployed,90097.01,Education Loan,Completed,0,1
Allison,Baker,10/19/1961,Female,464-70-9591,"6660 Martin Mews, Lake Mariafurt, ME 33313",Vermont,7795,53069.64,324,Unemployed,28699.59,Credit Card Loan,Running,0,1
Travis,Thomas,6/21/1981,Female,259-21-3527,"9481 Reed Extensions Suite 831, Lake Danashire, MS 19948",South Carolina,6099,63392.87,518,Unemployed,43712.01,Home Loan,Running,4,1
George,Clark,3/18/1955,Male,551-49-8270,"5766 George Union, South Traci, MD 70279",Idaho,19001,111370.45,463,Unemployed,95030.67,Personal Loan,Running,1,1
Gerald,Sanchez,6/12/1980,Female,047-06-7509,"929 Price Parkway Apt. 396, Josestad, NE 92385",Maryland,3622,117021.42,556,Self-employed,22140.93,Auto Loan,Running,1,1
Kathleen,White,4/5/1983,Male,373-95-6571,"1158 Allen Overpass Apt. 355, North Austin, RI 60837",Connecticut,55930,156459.41,564,Unemployed,71946.29,Auto Loan,Running,5,1
Joseph,Marshall,8/24/1978,Male,095-76-4328,"13964 Robert Shoals Suite 322, Stevenmouth, MI 29317",Kentucky,88637,175347.08,329,Retired,60701.15,Home Loan,Completed,0,1
Brandi,Watts,8/6/2003,Female,186-83-4955,"915 Chambers Station, Heidiview, DC 17711",New York,12280,153134.86,744,Retired,27169.81,Personal Loan,Completed,3,0
Scott,Dixon,9/9/1994,Female,375-03-2184,"586 Fowler Plaza Apt. 838, Michaelland, MS 94518",Kansas,33071,93114.75,572,Student,28264.73,Home Loan,Running,1,1
Matthew,Cunningham,3/29/1959,Female,767-80-3108,"147 Johnson Meadow Suite 451, New Brittanyland, AK 63256",Maryland,96716,176022.77,779,Retired,30646.25,Personal Loan,Completed,3,0
Christopher,King,8/24/1959,Male,275-46-8054,"51502 Smith Mill, South Crystal, MT 66628",Delaware,85713,170367.64,839,Unemployed,46685.47,Education Loan,Completed,5,1
Zachary,Garrison,11/25/1975,Female,141-70-0547,"PSC 5739, Box 5650, APO AP 63157",South Dakota,1089,136136.53,324,Employed,44654.96,Personal Loan,Completed,2,1
Jessica,Lopez,8/19/1962,Female,288-31-0685,"2081 Paul Plain, North Frankbury, CT 81043",Oregon,39801,44837.32,834,Employed,77017.1,Credit Card Loan,Completed,3,0
Courtney,Dominguez,7/28/1961,Male,363-68-6470,"37438 Joshua Trail, East Elijah, WY 66644",Virginia,45651,23933.42,707,Unemployed,67615.5,Auto Loan,Running,1,1
Wayne,Thomas,4/23/1983,Male,643-04-9777,"7250 Parker River Suite 478, Williamsbury, SD 29111",New Hampshire,78352,97449.28,749,Student,60310.65,Personal Loan,Completed,1,0
Jose,Phillips,7/11/1976,Female,641-24-2740,"1538 Perez Underpass, Grahamfurt, GA 89275",New Hampshire,63378,136066.1,323,Unemployed,92561.52,Auto Loan,Completed,5,1
Andrew,Marks,3/24/1988,Male,069-77-4244,"81301 Jaime Spring, Wellsland, TX 58372",Louisiana,34345,26862.13,709,Student,42990.96,Auto Loan,Running,0,1
Veronica,Fox,8/14/1956,Male,441-15-2958,"8970 Selena Fords, Whitechester, MA 41383",Iowa,8952,147235.34,555,Retired,80448.17,Education Loan,Running,3,1
David,Collins,1/10/1973,Male,520-89-9693,"36949 Maxwell Crest Apt. 628, Clintonfort, OR 19505",Ohio,27988,146773.54,314,Unemployed,43696.11,Personal Loan,Completed,3,1
Christopher,Burnett,1/11/1975,Male,031-02-6089,"746 Lance Crest, West Katie, ND 80374",Texas,56707,62304.12,658,Self-employed,97060.97,Personal Loan,Running,1,0
Ryan,Perez,12/29/1976,Female,072-41-1231,"34040 Dean Ports, Jenniferberg, VT 39431",Oregon,26996,168730.62,516,Employed,99654.75,Home Loan,Running,5,1
Rebecca,Swanson,10/2/1959,Male,041-99-0238,"6364 Melissa Garden, Anthonyhaven, MA 64388",Mississippi,71689,111362.19,578,Student,95261.88,Home Loan,Running,4,1
Samuel,Wilson,5/18/1997,Female,783-94-1411,"2253 Erica Estates Apt. 322, Mooreburgh, IL 14034",Connecticut,78343,75927.77,357,Retired,91489.38,Credit Card Loan,Running,4,1
Jennifer,Johnson,10/17/1998,Female,148-57-9758,"98432 Ann Wall Suite 054, Lake Pamelatown, OK 99925",Maryland,27448,128174.41,416,Self-employed,82518.79,Home Loan,Running,2,1
Meagan,Pennington,3/11/1999,Female,611-85-6319,"63996 Jason Trail Apt. 509, South Angelamouth, FL 99930",Alaska,45264,119107.09,370,Retired,22682.6,Personal Loan,Completed,4,1
